"","varmax_gc_warp_PC1_oriSDLD","varmx_gc_warp_PC2_oriSDLD","varmx_gc_warp_PC3_oriSDLD","varmx_gc_warp_PC1_oriSDSD","varmx_gc_warp_PC2_oriSDSD","varmx_gc_warp_PC3_oriSDSD","varmx_gc_warp_PC1_oriLDLD","varmx_gc_warp_PC2_oriLDLD","varmx_gc_warp_PC3_oriLDLD","varmx_gc_warp_PC1_velSDLD","varmx_gc_warp_PC2_velSDLD","varmx_gc_warp_PC3_velSDLD","varmx_gc_warp_PC1_velSDSD","varmx_gc_warp_PC2_velSDSD","varmx_gc_warp_PC3_velSDSD","varmx_gc_warp_PC1_velLDLD","varmx_gc_warp_PC2_velLDLD","varmx_gc_warp_PC3_velLDLD","varmx_gc_warp_PC1_accSDLD","varmx_gc_warp_PC2_accSDLD","varmx_gc_warp_PC3_accSDLD","varmx_gc_warp_PC1_accSDSD","varmx_gc_warp_PC2_accSDSD","varmx_gc_warp_PC3_accSDSD","varmx_gc_warp_PC1_accLDLD","varmx_gc_warp_PC2_accLDLD","varmx_gc_warp_PC3_accLDLD","varmx_meandist_warp_PC1_oriSDLD","varmx_meandist_warp_PC2_oriSDLD","varmx_meandist_warp_PC3_oriSDLD","varmx_meandist_warp_PC1_oriSDSD","varmx_meandist_warp_PC2_oriSDSD","varmx_meandist_warp_PC3_oriSDSD","varmx_meandist_warp_PC1_oriLDLD","varmx_meandist_warp_PC2_oriLDLD","varmx_meandist_warp_PC3_oriLDLD","varmx_meandist_warp_PC1_velSDLD","varmx_meandist_warp_PC2_velSDLD","varmx_meandist_warp_PC3_velSDLD","varmx_meandist_warp_PC1_velSDSD","varmx_meandist_warp_PC2_velSDSD","varmx_meandist_warp_PC3_velSDSD","varmx_meandist_warp_PC1_velLDLD","varmx_meandist_warp_PC2_velLDLD","varmx_meandist_warp_PC3_velLDLD","varmx_meandist_warp_PC1_accSDLD","varmx_meandist_warp_PC2_accSDLD","varmx_meandist_warp_PC3_accSDLD","varmx_meandist_warp_PC1_accSDSD","varmx_meandist_warp_PC2_accSDSD","varmx_meandist_warp_PC3_accSDSD","varmx_meandist_warp_PC1_accLDLD","varmx_meandist_warp_PC2_accLDLD","varmx_meandist_warp_PC3_accLDLD","varmx_sedist_warp_PC1_oriSDLD","varmx_sedist_warp_PC2_oriSDLD","varmx_sedist_warp_PC3_oriSDLD","varmx_sedist_warp_PC1_oriSDSD","varmx_sedist_warp_PC2_oriSDSD","varmx_sedist_warp_PC3_oriSDSD","varmx_sedist_warp_PC1_oriLDLD","varmx_sedist_warp_PC2_oriLDLD","varmx_sedist_warp_PC3_oriLDLD","varmx_sedist_warp_PC1_velSDLD","varmx_sedist_warp_PC2_velSDLD","varmx_sedist_warp_PC3_velSDLD","varmx_sedist_warp_PC1_velSDSD","varmx_sedist_warp_PC2_velSDSD","varmx_sedist_warp_PC3_velSDSD","varmx_sedist_warp_PC1_velLDLD","varmx_sedist_warp_PC2_velLDLD","varmx_sedist_warp_PC3_velLDLD","varmx_sedist_warp_PC1_accSDLD","varmx_sedist_warp_PC2_accSDLD","varmx_sedist_warp_PC3_accSDLD","varmx_sedist_warp_PC1_accSDSD","varmx_sedist_warp_PC2_accSDSD","varmx_sedist_warp_PC3_accSDSD","varmx_sedist_warp_PC1_accLDLD","varmx_sedist_warp_PC2_accLDLD","varmx_sedist_warp_PC3_accLDLD","varmx_mean_eulid_ori_total123_SDLD","varmx_mean_eulid_ori_total123_SDSD","varmx_mean_eulid_ori_total123_LDLD","varmx_mean_eulid_vel_total123_SDLD","varmx_mean_eulid_vel_total123_SDSD","varmx_mean_eulid_vel_total123_LDLD","varmx_mean_eulid_acc_total123_SDLD","varmx_mean_eulid_acc_total123_SDSD","varmx_mean_eulid_acc_total123_LDLD","varmx_se_eulid_ori_total123_SDLD","varmx_se_eulid_ori_total123_SDSD","varmx_se_eulid_ori_total123_LDLD","varmx_se_eulid_vel_total123_SDLD","varmx_se_eulid_vel_total123_SDSD","varmx_se_eulid_vel_total123_LDLD","varmx_se_eulid_acc_total123_SDLD","varmx_se_eulid_acc_total123_SDSD","varmx_se_eulid_acc_total123_LDLD"
"WxT_19.",4.13160560590647,2.15442255567893,-3.23201284423658,4.15982071747049,2.13854481669444,-3.20103011066095,4.11811422513509,2.10227717602137,-3.20420846855075,4.25844479607304,0.861918742537131,-3.64745227322646,4.26684305825277,0.865878334893073,-3.65297358474762,4.23753600389201,0.862937897120404,-3.61412115467517,4.12817186561566,1.55776473782347,-3.5432718463324,4.13817801885348,1.55480202767309,-3.54771475008312,4.13193440421138,1.56277813131508,-3.54264937873574,0.0665989167445678,0.153937912638789,0.0804736930896898,0.0583383663257106,0.0680890049626286,0.0598723548605267,0.0756971404637056,0.0876180295946639,0.0794227625023825,0.0324958117132042,0.035464192811275,0.0487934152764165,0.0322666363545735,0.017795408057723,0.0378069824525618,0.0397651912210312,0.0566218898346286,0.0656506782528924,0.00727662942133886,0.0111660818593471,0.0116971821944582,0.0248875125445536,0.0199934041737866,0.0229310477322725,0.0177239765364597,0.0193870225250711,0.0304104908177269,0.0115988495420133,0.0305831603614985,0.0161690702780213,0.0186988902121375,0.0168197943883386,0.0170735051759586,0.0193077841085754,0.0289748406107405,0.0239721806467975,0.0053121843819214,0.00603893242270256,0.00961454951728547,0.00892421623099137,0.00588754252186623,0.0158510882751414,0.00801893913664085,0.0162611429123321,0.0266443174223175,0.00307396885709831,0.00357524283114794,0.00376776995750604,0.00809648487554048,0.0054134420866188,0.00961606697314158,0.00632464671879725,0.00888514256331387,0.0151201185549826,0.203037011224493,0.117296993169364,0.154318146285581,0.0794212840164302,0.0588968527806603,0.109365853968244,0.020115766426998,0.0437049809985656,0.045329356414553,0.032490721894155,0.0238395441681639,0.0357016106069394,0.00948201247403392,0.0158729947553714,0.0260902587638106,0.00571575455466594,0.0112457034514545,0.0171046871584513
"WxT_2.",4.10907323645956,2.12936110315809,-3.20791686519817,4.12536550539812,2.14446302380425,-3.19496227866092,4.15458942773231,2.13432700432194,-3.21517696891366,4.2509596102712,0.852354150440909,-3.64164273329524,4.24580671772952,0.849182275700629,-3.62404745776041,4.24957126433146,0.842455784156928,-3.63831952168335,4.13176575417096,1.5523333821345,-3.54405463469132,4.128591077806,1.54799357286915,-3.54334641543449,4.10880227655535,1.55567446337352,-3.55052162144895,0.0968883078660868,0.0910854580797485,0.0897881699085726,0.0414517085302151,0.0661836173640449,0.0290365729835947,0.00202448687237311,0.0543079872409269,0.0190076104694279,0.0442423621765816,0.05392504586166,0.0600967429869252,0.0234685815158813,0.0192331081521204,0.024590999801768,0.0248337745734317,0.00209427428676234,0.0576279159627915,0.0142991988218122,0.0164711050718142,0.0149093193693642,0.0101527039303759,0.0191037730435419,0.00831636160776406,0.0271489749052236,0.0199439275379674,0.0306989750129134,0.0154011618738587,0.0117147700237742,0.0127949155198607,0.00946434402726932,0.0150282263309624,0.00703156319790184,0,0,2.22044604925031e-16,0.00662524724384337,0.00716932555441354,0.0138187323657746,0.00861703432844121,0.00671390072304651,0.0052567396342149,4.44089209850063e-16,0,0,0.00343612211775876,0.00317327425558936,0.00353668438076639,0.00556809568693528,0.00895347339271285,0.00437222478080243,0,0,2.22044604925031e-16,0.180587871068102,0.0905605511951716,0.0575738246168742,0.10699866066188,0.0443533556808346,0.0627859780728689,0.0295907901813423,0.0276816053146278,0.0455769037000939,0.0191438636583477,0.013598710096461,7.29409450951229e-17,0.0145586933497751,0.00915677161205493,1.80411241501588e-16,0.00547226409832735,0.00987721196593827,1.49226555887273e-16
"WxT_21.",4.12154680254383,2.15374534168778,-3.20278082502765,4.11963252566127,2.12613091371855,-3.20084492119596,4.15026296335429,2.13523279862748,-3.2012390289705,4.26611053326641,0.862300221367321,-3.65363355251835,4.24743988573822,0.85762833693582,-3.64225719419997,4.25568837184471,0.849676850101251,-3.64088909964047,4.13146498946049,1.55918089711615,-3.54765158783964,4.12946565211377,1.5604121160831,-3.55160711283941,4.13220853108854,1.55634410397426,-3.55061943493323,0.0906486696654456,0.10588330482717,0.0892200036930949,0.0498484550848973,0.0578679529103515,0.0624074354265098,0.0542584093605152,0.0261518845727899,0.0719416392508605,0.0450034651730645,0.0406174486735845,0.065181479747088,0.0197247145869062,0.0280672222710223,0.0296321337074308,0.032346858720753,0.0160970219587444,0.0423822101206604,0.00851119891168679,0.0112746307883054,0.0159380970093111,0.00602780009964007,0.0249131790287902,0.0223353746803417,0.0204478491038163,0.00292584222226731,0.0372202828665291,0.0109923347972504,0.0170924607373702,0.0110229611672626,0.0089304789809655,0.015618646626756,0.0192343385249852,0.0128036570067947,0.00365797176455518,0.0157984528387596,0.00581935258218678,0.00708354041962885,0.0103671295795761,0.00435957153192186,0.00678985294096907,0.00896599657774187,0.00955665366242841,0.00339133615632799,0.00586127942878103,0.00173881636330532,0.0029814562336094,0.0035412091335211,0.00139228497815362,0.00669071015651076,0.00592141887425423,0.00563311012009098,0.00114616887150363,0.00969558938429561,0.18806067348765,0.113569101288207,0.101971830885436,0.0982858539352576,0.0493870256679434,0.059341346104912,0.0235877146591712,0.0355558227419023,0.043634776944692,0.0180149364395827,0.0128598069719611,0.0163532756344994,0.0120757685440387,0.00902589556478922,0.00975778473384332,0.00466341877667896,0.00798182166633098,0.0108560197378821
"WxT_22.",4.11911086473667,2.14273290518921,-3.20663075786625,4.13138835431084,2.11362249304138,-3.20011566254712,4.09065953106454,2.13968273873027,-3.18394632526844,4.26362133704736,0.86264009867229,-3.64347495622316,4.23836245237809,0.842070468967191,-3.63951325666505,4.245314647154,0.867990004256994,-3.63268238701343,4.12747139236811,1.55383018214518,-3.53788233302148,4.12148552118134,1.55755623507122,-3.54099354561185,4.12372220008757,1.56299586069796,-3.54484056813742,0.0797562451419107,0.0705087157463988,0.089826205977247,0.0742560416073548,0.0873200497998458,0.0317483296940453,0.0982041138351254,0.0336422371928188,0.0524346107201218,0.0418584469832011,0.0486142868367886,0.051332451391954,0.0297109360568717,0.0401076910110501,0.0212085776213239,0.0336356547019129,0.0362206185258889,0.0488353873568076,0.0015394541719675,0.00449505253413245,0.00624775982525901,0.0145057749472824,0.00200028744647918,0.00531155580251952,0.0334883172706567,0.0357707935609756,0.0401758695346642,0.0106814212507266,0.0112013922524467,0.0109880070264729,0.0247893376449672,0.0364273864744746,0.0119284890088799,0.0212077042879664,0.00611675480435538,0.0125160035430628,0.00641697086326457,0.00635810039900296,0.00643733921223627,0.00835499381570101,0.0151360307122611,0.00545708233363456,0.0124365529596756,0.00885798021727393,0.0127719541252194,0.000912416676784245,0.00147300954373949,0.00203468542883845,0.00646573551725607,0.000438472293412967,0.00333920662931203,0.0130561414291681,0.00979690817697547,0.0121062844691583,0.161268976209179,0.137385614227325,0.12542898291674,0.0923222653675125,0.0599382028897286,0.0770833193878234,0.00793063427538321,0.0161446960282728,0.0660047179463273,0.0124036412544512,0.0375274802699617,0.0181250774566613,0.00822430029676303,0.0153500947579006,0.0154000404945875,0.00266496690019083,0.00711154126753298,0.019084493723429
"WxT_23.",4.12377005761294,2.1446322145054,-3.19451130725509,4.12494611926298,2.13075584125651,-3.19459885985011,4.1338518242283,2.14565468353712,-3.19012929213081,4.26355662866482,0.86293167163636,-3.64583292693592,4.2530008672655,0.876863677532743,-3.63828726148668,4.25353623582825,0.857973310496127,-3.63417590695581,4.1310231374045,1.55150126771276,-3.54448837695387,4.13245297860311,1.56186774208557,-3.54580810728729,4.12012914958683,1.54411168681387,-3.54821565876453,0.0974426752098402,0.0780916447778102,0.113238081825749,0.042588516647217,0.0544829184700856,0.0504424010183963,0.0588541169872896,0.0503395260072771,0.0311440690464947,0.0323114567144362,0.0454148013675931,0.047858990005608,0.0285651261384129,0.0397653765921635,0.0307134669633146,0.0212161344997787,0.0510453169664819,0.0185342834596583,0.00668146294272326,0.0171675639798795,0.0160856063709442,0.00762940596643597,0.0141098490449657,0.00690273101827959,0.0243366111324471,0.0311254453887667,0.020743885349668,0.0153281669064615,0.0114416271767182,0.0176910949506898,0.0130667544008896,0.0139832591403143,0.0113361340726595,0.0146965889610315,0.0116154465288258,0.00477352982222413,0.00538365237982569,0.00598103807567536,0.00817141344125299,0.00694622310694951,0.0122321100697116,0.00917077662307797,0.0063043014484856,0.0127099202747561,0.00630685183475025,0.00146376212196764,0.00402705287452876,0.00430095270186139,0.00308771524637382,0.00452061867699768,0.00255003576806084,0.00667697172917032,0.00921218893590146,0.00411089046864655,0.191912838826111,0.103229262663533,0.0948094939213846,0.0816290198320789,0.063880645365504,0.0623609716448916,0.0257711795030833,0.0192477433522063,0.0524760013492184,0.0197152297539196,0.0127205374508662,0.012212207340696,0.00937356471396818,0.0144208479924305,0.0136623637863497,0.00588053700128109,0.00546986615622099,0.00785107371305839
"WxT_24.",4.12756844839852,2.13862450063216,-3.20542784848832,4.0977915751368,2.14325350057835,-3.18414000090174,4.11220763086787,2.1476059111498,-3.18504867716893,4.25437428734228,0.853820382871625,-3.64290219000482,4.25276222015752,0.856681542408405,-3.6366466306434,4.22612996756341,0.868408198310829,-3.61982882697434,4.12819145870972,1.55324646926003,-3.54074598546363,4.12626705377667,1.55259248815422,-3.54858099254846,4.13068396867178,1.5434330104729,-3.52604504086739,0.0895251759328137,0.057629302905936,0.0960335759864538,0.0622901399357163,0.0279049639985464,0.0388159311204418,0.0957737728868946,0.0547730605406152,0.0662801109874606,0.0274601398378952,0.0324977601852218,0.0433385138021008,0.03497695284875,0.023428220320676,0.0148813864760573,0.0478820535032286,0.0528086348119956,0.0639764142527421,0.00658738403222363,0.0163672633891923,0.0170367890414946,0.0115631188856266,0.0194621628818287,0.0201509418656588,0.00751589909475936,0.0275771254605072,0.0411931427072205,0.0114080195826007,0.00579048949581635,0.0113373563294568,0.0124436626785993,0.00653623813981567,0.0117416089992333,0.0233533090632728,0.0141587870570631,0.0214745564691635,0.00463705397396243,0.00423901626784962,0.0062441562020464,0.0138080366044954,0.00585980587573324,0.00361174018975037,0.0140052967756161,0.00957858900506573,0.0177633415099291,0.00170411454056738,0.00338853878408144,0.00505911816805241,0.00393977065093778,0.0057608815159451,0.00538097625638714,0.00284937192878105,0.0116364555716627,0.01424217472385,0.161297968243963,0.0863146186399031,0.148299012683564,0.0699341153421768,0.051891159850251,0.10550803795816,0.0271326557305918,0.0328674354069981,0.0515303846941421,0.0123386318756723,0.0138808599345224,0.0207784014864395,0.00690148549187228,0.0126641520905747,0.0179941121804825,0.00604387029775742,0.00772624486260875,0.0180595837790578
"WxT_25.",4.14133549405514,2.1416104374859,-3.20028770481083,4.1309546844177,2.12103575552843,-3.19936631454346,4.11781987493778,2.1679230514464,-3.22032743642769,4.26266685573025,0.863401514911419,-3.6416451574083,4.24342354865778,0.857235914161572,-3.63504014888337,4.21657058282444,0.870091840350479,-3.65021989761183,4.13240208462754,1.55694281013118,-3.54603149483672,4.12648322510901,1.55161756571055,-3.54262714700894,4.13136849468755,1.55529168780672,-3.55395593860015,0.0935593043810576,0.0842367326145489,0.108345026177198,0.0563508526915801,0.0733026700978945,0.0462540822649075,0.0587703032451148,0.106301994882294,0.114377738714586,0.0321267460040981,0.0410385972061417,0.0614784341683043,0.0160778573859162,0.0356915794461697,0.0322586771889947,0.0488637363517183,0.0542191958695142,0.101572908915626,0.0143693987007419,0.0286570873333105,0.0314852132516305,0.0107162125849614,0.0144841289586126,0.0190774157102641,0.0217291031854467,0.0379220840264526,0.0429114447272111,0.0140703053372793,0.00968075399326551,0.0166055295743865,0.0114201786007577,0.0158833071939212,0.00939189506551993,0.0113470670914016,0.0332934265819165,0.0210280546195702,0.00470905053585894,0.00465077253363703,0.00828348700452109,0.00444148083536316,0.0075722652633735,0.00835581383424869,0.0141291214036007,0.0134451767231577,0.0295484897164877,0.00278079852543356,0.00601530283658193,0.00631345897985977,0.00363112251403014,0.00412873304658921,0.00601288156594675,0.00631802264330227,0.00685473094651041,0.0104512009625802,0.191790377135397,0.114362140623198,0.179610843620832,0.0885114190320331,0.0542297050417215,0.136174308402801,0.0484539487364615,0.0280951958617155,0.0700545638325889,0.0172328567688396,0.0152266777627679,0.0323639691419199,0.00854733327233311,0.0104928712332702,0.0289719720235856,0.00860854886133583,0.00750398083426291,0.00556667370761429
"WxT_26.",4.13602527344866,2.13534233545799,-3.1924962305419,4.13699537786177,2.10284940928818,-3.17700149111547,4.13051971992383,2.13649027883796,-3.20402973840268,4.24945111288832,0.854804299735362,-3.63478638460117,4.24091209942084,0.85464180033462,-3.65709957650847,4.24788968873405,0.851776245901695,-3.63346165985717,4.13287433022436,1.55428208401848,-3.54415749266159,4.12559847603512,1.55678243044146,-3.53943728244124,4.13182554974917,1.54890070373926,-3.54232995308122,0.0844670278037765,0.0811221403986242,0.0714688742855722,0.0487443694685388,0.103720384960823,0.058059046868168,0.0463230170349197,0.0384896309187849,0.0328312354853092,0.0336357765044743,0.0485930683818082,0.0530934936668408,0.0389714495754705,0.020497695599147,0.055411038679545,0.0101876544147503,0.0343569969881557,0.0143458645628644,0.0162213298665827,0.0346667962833102,0.0300190706485709,0.0101892996101385,0.0177837151517784,0.0184265510773672,0.00705150920228813,0.0266748272120477,0.0125033276921325,0.0104815852697097,0.00839989735342571,0.00978014689042315,0.0199922386136681,0.050604918075136,0.0174593927956017,0.0112789462603611,0.013744092726336,0.00593412451887396,0.00498076114039732,0.00530578416773493,0.00738970549484289,0.0172386761021115,0.00660200141969541,0.020143497899512,0.00337318158064741,0.0134629571203233,0.00598211588824488,0.00248169956459686,0.00569778874049683,0.00537722953760589,0.00445906319120283,0.00491368382663857,0.00589416385041797,0.00199919972364359,0.0107696193734941,0.00603886185611305,0.15748849000477,0.139035407107611,0.0793106777002555,0.0872623092975233,0.0793374929114244,0.0435850688433139,0.0526832827488141,0.0303330041519997,0.0319955613429776,0.0114120777650488,0.0539640646457358,0.0123774411787012,0.00870535335018779,0.0242049217773447,0.0133119278266652,0.00758625510264054,0.00766223369163183,0.0119660053618811
"WxT_27.",4.13665552704671,2.1439976181709,-3.21537067160528,4.1133341715203,2.10414570253854,-3.20109609634646,4.12271073510399,2.13860423190164,-3.20736685474025,4.25706641562956,0.85495196322213,-3.64905474339363,4.24538994633549,0.861012702845592,-3.62514885307517,4.25475977707373,0.847793493908183,-3.64012205074197,4.13470264603343,1.55821557892883,-3.54987344071215,4.12648612473827,1.5568154650055,-3.54125364910945,4.12621037014082,1.54395741967499,-3.52777105244541,0.0762693787102147,0.0700105884592,0.0952070857040797,0.0587679417680518,0.0777671244252471,0.0476473671086436,0.0729687256811563,0.051434303138907,0.0772859457247042,0.0441302366901782,0.0309105691910618,0.0557158369469843,0.0287740427215046,0.0278520377508016,0.0221099891158905,0.0288603333141422,0.0443751543990914,0.0315963842537637,0.0110906887827345,0.0139487600701243,0.0280405873154831,0.0097613329881747,0.0208188453158407,0.0144082654842156,0.00563795262698087,0.0216298385301513,0.0119437343361995,0.0112558006319842,0.0105432088639019,0.0107948640956006,0.0214371515939078,0.0220159842343548,0.0148322762828037,0.0210704255289324,0.0127840277113332,0.0221187155225508,0.00516513960364281,0.0052594132266364,0.00707646614375616,0.00799651201753247,0.00550362303137528,0.00741538458447077,0.00668944585441606,0.0141986996852901,0.00857051104516159,0.00232379424486333,0.00322007525175916,0.00694905420956857,0.00266460025762978,0.00565972571078889,0.00487163638301371,0.00272776584155191,0.00565788319042577,0.0014688417547513,0.161199929658233,0.126703151177221,0.131886124934313,0.0849197850743395,0.0531263391030584,0.070143123636514,0.0356907955700369,0.0301895712521568,0.0278668199935259,0.0118533173525573,0.0271302307309446,0.0257927899474475,0.00793052424866459,0.00873123844685858,0.0134107709356624,0.00762867195209262,0.00673461321006488,0.00498257358542451
"WxT_28.",4.14212358762042,2.13635321509209,-3.18934163364462,4.12822492198212,2.13574464229066,-3.18905632872498,4.13152035181617,2.13534852136168,-3.19694018789376,4.25787415029276,0.858669314697462,-3.63276921025754,4.25043211318421,0.862839456737491,-3.62843577417005,4.24164849555739,0.856880156362928,-3.63972617740167,4.12562149787585,1.55047768167522,-3.54657279007942,4.12123212547606,1.54056891957665,-3.52926363096966,4.13446139078236,1.56164338190674,-3.54014733157029,0.0799717623167921,0.0606836715486603,0.0736011440470792,0.0790629574689799,0.0523907867799345,0.0489162610322507,0.0408453410658201,0.046280032878093,0.0609071395692015,0.0278015367380824,0.020332794864183,0.0316719130649476,0.0188805145193448,0.0453023424721018,0.0366454034443831,0.0229349713247654,0.0294159806239361,0.0329545763167571,0.0142719023041811,0.0189666500232233,0.0193871869485875,0.0210339587167624,0.0288216408268242,0.0318807311695415,0.0119057255316098,0.0189082440159365,0.0296674119255523,0.0112180675025066,0.0089860326590436,0.00920128745175259,0.0205788435714577,0.0121844529635792,0.0101148227485589,0.00918459497869618,0.00767097520648876,0.00956762664818337,0.00607225848213987,0.00358900837766135,0.00585347144233801,0.00468408805424664,0.00672570327551354,0.00847946827586302,0.00482003014019067,0.00523604011911329,0.00759284922446638,0.00260508494499349,0.00283425658324772,0.0028893315331465,0.00589305475015121,0.00585902531329429,0.0093452480563817,0.00360935023761611,0.00475335436685584,0.00667226061510362,0.138656062771919,0.123235099019955,0.0947478947191687,0.0548954681824241,0.0672333091887715,0.0561726196191556,0.0338377661424607,0.0536547727984584,0.0405466120408601,0.0136980187759102,0.0181371277720694,0.0101122823796842,0.00781831396835145,0.00831861229527755,0.00683078298033585,0.00417774306582622,0.0101397061087893,0.00748905206445108
"WxT_29.",4.10746122586279,2.13846692102144,-3.18062089812925,4.12085444382329,2.12981121833395,-3.18618302814723,4.14294498098669,2.13798987972812,-3.18650189487981,4.24999712461423,0.859325763888824,-3.63830908073846,4.24329876301842,0.856455308170259,-3.6315298463407,4.25160614776819,0.858809969111519,-3.6263823287888,4.12756302961738,1.55335395980041,-3.54755556265684,4.13354375457373,1.5574687139439,-3.5391326997488,4.12623358998244,1.56164628107742,-3.54055874327096,0.0892766387925053,0.0630644997053236,0.0856355666761474,0.0627545041276713,0.0757485590617721,0.0603213413793895,0.0386876198909653,0.0509432812096028,0.0323757172011338,0.0346511172893148,0.0324363551856123,0.049266545106173,0.0232462960173535,0.0314435093857646,0.0288385329936975,0.0247187361459628,0.0313418711895321,0.0301062256000092,0.0130160459122129,0.0126107193997263,0.0215338512075836,0.0117978244222965,0.0284467384926332,0.0270921456941851,0.00604712877323739,0.0078248197033827,0.00962391230238176,0.0160017896284375,0.0102653823159069,0.0117670567343305,0.0126894197318161,0.0185269416966287,0.0137740209749653,0.00820145509284208,0.0102977215742382,0.00696773985327468,0.0065163829466364,0.0034393934232762,0.00898103452265187,0.00671738626268988,0.00880252873019768,0.00774530675670489,0.00560346058863836,0.00753988361449869,0.00659634818156957,0.00343880500571104,0.00252201192575013,0.00397235721758144,0.00276244728404291,0.00720946510821124,0.00743047146686397,0.00249095556427083,0.00218143323645799,0.0044117456058019,0.155802183223614,0.120323761859821,0.0819973215562855,0.0776743054941486,0.0540698682777601,0.0556279513172676,0.0321853149607634,0.0437506521793563,0.0163734375331295,0.0192837377707396,0.0237644971103444,0.00882659116877789,0.0100125899488582,0.0109573567053051,0.00881429279104769,0.00526457983613199,0.00943777904332214,0.00483380999558779
"WxT_3.",4.14155923736057,2.13626518179281,-3.17677340763074,4.12835301041731,2.14419604214094,-3.1948136766386,4.12480750692949,2.13039590095476,-3.18819819132794,4.26436229374847,0.85915837252274,-3.64413069868703,4.24090489948073,0.854294034882037,-3.63445660463223,4.24586398043481,0.85641105994469,-3.62610876247299,4.13197003579451,1.5547073631401,-3.55458958066291,4.13974397326339,1.56266518717339,-3.53967150088242,4.1316218327629,1.55431158117673,-3.5389624069553,0.104908539451738,0.126623747418327,0.095360895621004,0.0695868657983928,0.0871089996621886,0.0581909423422746,0.0256471870638334,0.0401753119406275,0.0203261122376296,0.0427972271457256,0.0550314066891234,0.0527743013164371,0.0305577617213628,0.0601413606855566,0.0335931396631926,0.0178600707802588,0.0197281412107691,0.0239894345125478,0.0175878621510927,0.0260504186540459,0.0325598774923236,0.0144255672117628,0.0225681563186679,0.0152983173134577,0.0156395016328694,0.0217070334672676,0.0112241344365553,0.0147689330291347,0.0164173890413069,0.0118433365280193,0.0176954462962336,0.0166482815879936,0.0188118574671734,0.00697871820008391,0.010077630144908,0.00722600156363685,0.00617976851418753,0.00709538410975806,0.00952334054911774,0.00842785139328403,0.0104002628535921,0.00924039392182845,0.00687642558961025,0.0049966444274307,0.00894179294103283,0.00446103635129246,0.00532687283627273,0.00979288496243012,0.00258727873637062,0.00707472125083115,0.00668784258985885,0.00398482947148442,0.00547915853521842,0.00303327232045367,0.212128104925343,0.134454583011565,0.0534451337432015,0.100565109088058,0.0779138709073199,0.0392944257750438,0.0532965169167857,0.0345348615972563,0.0306410232387097,0.0198650551932592,0.0263229543239148,0.0108063611587077,0.0106900214394591,0.0148694282055981,0.00469241121371233,0.0111051324078504,0.00864135335964873,0.00255927453491334
"WxT_30.",4.12612799506321,2.13050557662452,-3.18804106275779,4.15389956879698,2.1307492042665,-3.19345830190747,4.12371328468825,2.14683431395755,-3.18443237687705,4.25941171804029,0.860849915048187,-3.62559463470431,4.24620694783439,0.845396183915061,-3.63633121105089,4.24277658573871,0.852454436499055,-3.61810396434157,4.12794674520788,1.55565985370873,-3.53687893115119,4.13246430386079,1.55736762993996,-3.54246830390952,4.12772266725359,1.55622271010689,-3.54120775357364,0.0666642928174455,0.087426735053279,0.0862502619740697,0.0635423292321804,0.054481613693023,0.0487049208207806,0.0813585094582029,0.0820152426421508,0.0820773357771945,0.0273083250326053,0.0429661464350797,0.0582435433183516,0.0302346777798363,0.0224717910584821,0.01785017820184,0.0287715806050075,0.04010822347661,0.0630244913112197,0.0106070883957174,0.0157005968792887,0.0206035873432236,0.00853494589295822,0.00206085569951999,0.00226899060457568,1.64947420801452e-15,1.96668078647885e-15,3.67959631018623e-15,0.00855522233568652,0.0117115639192485,0.0106915410884192,0.0165962325429404,0.0118582752848576,0.0141699505981521,0.0201847644608069,0.0265944425471918,0.0181358822659507,0.00491537720101657,0.00707753812717841,0.0132145487021301,0.00865097673965654,0.00641474908472688,0.0055657972498669,0.010891571125667,0.00853454852768316,0.0155518284575725,0.00291831724944848,0.00488014046375659,0.00538634072465698,0.00379330928575916,0.000915935866453354,0.00100844026870033,7.61295788314393e-16,8.56457761853692e-16,1.45915026093592e-15,0.15482249055809,0.108780653709384,0.157158588360787,0.0875467204854649,0.0491026230227465,0.0904778053780173,0.0307592517457143,0.00906866836826781,4.49036477357517e-15,0.0128829775738556,0.0185483831919186,0.0259652657006425,0.0137428762903199,0.00849429179914027,0.0117066358045297,0.00745236221350726,0.00403051927478566,1.85373117611417e-15
