"","TNZ_1_T","WS_2_T","WT_10_T","WT_11_T","WT_12_T","WT_13_T","WT_14_T","WT_15_T","WT_16_T","WT_17_T","WT_18_T","WT_19_T","WT_1_T","WT_21_T","WT_22_T","WT_23_T","WT_24_T","WT_25_T","WT_26_T","WT_27_T","WT_28_T","WT_29_T","WT_2_T","WT_30_T","WT_34_T","WT_35_T","WT_36_T","WT_38_T","WT_39_T","WT_40_T","WT_41_T","WT_42_T","WT_44_T","WT_45_T","WT_46_T","WT_47_T","WT_48_T","WT_49_T","WT_50_T","WT_51_T","WT_52_T","WT_55_T","WT_56_T","WT_57_T","WT_58_T","WT_59_T","WT_5_T","WT_61_T","WT_62_T","WT_63_T","WT_64_T","WT_65_T","WT_66_T","WT_68_T","WT_69_T","WT_71_T","WT_73_T","WT_74_T","WT_76_T","WT_77_T","WT_78_T","WT_9_T"
"AT1G01750",-0.559715280077606,-0.985881150014431,-0.757712697526131,0.460442842204796,0.594326810193799,-0.848225802645457,1.239232684169,-0.52954424503783,1.11477716462992,0.126675767077282,0.294502149486032,-0.840683043885513,-0.974567011874516,-0.472973554338252,-1.33661943235182,-1.45353219313095,0.0625623176177599,-1.38564736429145,-0.569143728527535,-1.07827994482374,-0.503144589378027,-0.365489242009052,0.254902665996327,1.46174406758734,-0.0260650978115801,0.124790077387296,0.356729909255569,2.92126788763647,0.781010089502409,1.16569078625954,0.628269224613547,-1.04622322009398,-0.565372349147563,-0.755827007836145,-0.931196149004839,-0.442802519298476,0.55661301639408,-0.325889758519347,-1.33096236328186,0.681068535933153,0.545298878254164,-1.16690736025308,0.988435955400864,-0.286290275029642,-0.254233550299881,-1.25742046537241,-0.563486659457577,-0.674742351166749,-0.522001486277886,0.586784051433855,0.377472495845414,0.317130425765864,-0.616285970777184,2.0708218374528,0.811181124542184,-0.38057475952894,1.90110976535407,2.57807236405902,0.358615598945555,1.82379648806464,-0.838797354195527,-0.537087003797774
"AT1G01940",1.26037208672279,0.0652324059794852,-1.35410629906869,0.162326471623328,-0.113067605475572,-0.0195042331278685,-1.10342707504277,0.280604697044009,-0.542046840956549,2.33546819539734,-1.66833800242512,0.012272006537389,-0.822736957999658,-1.26760431331327,-0.847451811072637,-0.591476547102505,-1.60831621639075,0.40594430905697,-0.723877545707745,-0.153670578381178,-0.326674549892025,-0.633844866656183,-0.0759953258661043,-0.67444783956179,-0.386696335926401,-0.593241893750575,0.533049267718,0.211756177769284,-0.342562669724654,1.8394057872897,2.55613652640607,-0.39905376246289,0.127019538661931,0.474792828331695,1.341578032534,1.70877013533253,-1.19875579403854,-0.469667628385685,-0.279010190394139,-0.0706992859218945,1.21447307387297,-1.05399736889681,-1.24465480688836,0.947905730014419,-1.30291124627466,-0.542046840956549,0.121723498717721,-0.482025054922174,1.30803644622067,-0.962199343197178,0.963793849847048,0.322973016597686,0.607193826936935,2.16952561047877,0.411240349001179,-0.566761694029528,1.25507604677858,0.586009667160096,0.102304685588953,-1.06988548872944,1.25860674007472,-1.09283499515435
"AT1G01970",-1.45108388570632,1.1500446380584,-0.307522672561472,-0.397715913325574,0.182415919243525,-0.29082022056812,0.525372933507023,-0.284139239770779,0.829357559786034,-1.18495815061224,-0.642685209228073,1.79809977540046,1.30816118359546,-0.867611562738549,0.416250247150456,0.800406642997556,-1.05579252186365,1.04648943569961,-0.780758812373118,1.48186668432633,-0.731764953192618,0.202458861635548,1.1010507788779,0.293765599199206,1.27809677000743,-1.79738139036849,-0.663841648419653,-1.81853782956007,-1.31523727616039,0.24031775282048,0.535394404703035,-0.7451269147873,1.25582683401629,1.52083907231081,0.569912805489296,1.43732681234405,-0.741786424388629,-0.916605421919049,-0.952237319504867,1.8615690929752,-1.44551640170853,0.37282387196774,1.1010507788779,0.27483615360674,-1.25733544258343,-0.54581098766663,0.438520183141592,0.0922226784794231,0.212480332831559,-0.935534867511515,0.116719608069674,0.302673573595661,1.74465192902173,0.723575363828136,-1.67823723281591,0.141216537659923,0.360575407172615,-1.45776486650366,-1.39095505853025,-0.471206702096324,0.461903615932285,-0.0503049118638483
"AT1G02205",-0.659606552951671,0.971514382343815,0.233203145915012,1.40971577359461,-0.0778446435063823,-0.1653481974535,1.07269036659517,0.613980329888015,-0.0258894083502812,2.24031591457702,4.31100548415373,0.808812461723394,1.48628138329834,-0.902975812367091,-0.427858859294852,1.63257638755368,-0.982959529646878,-0.309592337163201,-0.57073575597413,0.00897528892552348,1.3167432475258,-0.600815102643451,0.052727065899082,-0.174918898666466,0.34326620986412,-0.574153863550189,1.23197417963953,-0.101087775023585,-1.01030439025535,0.585268226249117,0.832739214755809,-0.65208671628434,-0.794963612963618,-0.251484508370193,-0.970654342373065,-0.144839551997144,-0.817523122965609,-0.388208811412564,-0.535871058698325,0.0137606395320062,-1.13472350602391,-0.898190461760608,-0.756680808111754,0.0793883049923444,-1.08413551389823,-1.26871332300543,0.57911563261221,-1.46764718393208,0.784885708690979,-1.21265635875806,-0.486650309603071,-0.589877158400061,-0.307541472617565,-0.259687966552736,-0.903659433882303,0.0171787471080656,0.694647668683014,-0.688318656590569,-0.552961596578621,0.154586671665648,1.4896994908744,-0.213885325033541
"AT1G02340",-0.665547197074465,-1.27973061138343,-0.61955108234648,0.652106207191904,-0.898233424521914,-0.0459524751504433,0.292254250790616,-0.384159201091503,0.370718211208942,-1.21479492000275,0.616932707694033,0.194850713719591,0.175911137066892,-1.70992956678046,-0.927995616404727,-0.243465203100022,-1.14174226719948,-1.07410092201126,0.44647651781974,0.554702670120879,-0.0161902832676303,-0.056775090380557,0.327427750288487,0.727864513802701,-0.0513637827655002,-1.25537972711567,0.838796319911368,-1.22561753523286,-1.13633095958442,1.60720200124946,0.979490317902849,-0.616845428538952,-0.397687470129146,0.408597364514341,0.584464862003692,-0.58437758284861,-0.473445776739943,-0.95775780828754,-0.914467347367084,1.78577515254634,-0.394981816321617,1.91294088150017,-0.308400894480706,1.6396698469398,0.230024213217461,-0.684486773727164,-1.12821399816183,-0.92258430878967,-0.205586049794623,0.849618935141483,0.230024213217461,1.17159173823737,1.77495253731622,2.70840310091355,0.454593479242325,0.952433779827564,2.08339707137447,0.616932707694033,-1.75051437389338,-1.09845180627902,-0.270521741175307,-0.532970160505569
"AT1G02610",-1.5022506218376,-0.501430192800524,-0.072507151784634,-1.02383646070449,0.312423782460395,-0.300716205658473,-0.586664899669066,-0.407946965912445,-0.39694893921973,-0.495931179454166,-0.113749751882316,0.169449435455099,-1.04033350074356,-0.237477552175361,0.488392209543837,-0.468436112722379,-0.971595833914095,-0.528925259532312,0.980553904042839,0.0979622619524505,-1.06232955412899,0.680857676666352,1.38473138500012,2.06385953327528,-0.311714232351188,-1.30153663469555,-0.0312645516869524,-1.60123286207204,-0.996341393972704,0.953058837311051,0.356415889231256,-1.18880686109522,1.26375309138025,2.06385953327528,2.81172534837991,1.61568994554714,-0.347457819102512,-0.581165886322708,-1.31528416806144,1.68167810570343,-0.685647139903502,0.518636782948804,0.529634809641519,0.606620996490525,-0.0835051784773491,-1.35102775481277,-0.0120180049747009,-1.01283843401178,1.08228565095045,0.174948448801456,1.04379255752595,0.315173289133574,0.735847810129927,1.37923237165376,-1.29603762134919,0.39215947598258,0.026475088449802,-1.13106722095846,-1.07882659416807,-1.05408103410946,0.95580834398423,0.405907009348474
"AT1G02620",-1.48344558027887,-0.729500340147176,0.216777869405871,-0.483314139287847,-0.167888069436831,-1.18340614798156,-0.221741300874809,-0.175581388213685,-0.121728156775707,-0.937219947122235,-0.921833309568527,0.209084550629017,-1.03723309122134,-0.537167370725825,0.670683677240259,-0.729500340147176,-0.637180514824927,1.09381620996723,0.647603720909697,-1.49113889905573,-1.21417942308898,0.816856734000487,0.109071406529914,0.155231319191039,0.609137127025427,-0.721807021370322,-0.552554008279533,-0.783353571585154,-0.37560767641189,0.470657389042055,1.10150952874409,-0.583327283386949,0.82455005277734,1.57849529290904,-0.437154226626722,1.18613603528948,-0.344834401304474,-0.560247327056387,-1.64500527459281,-0.152501431883123,1.09381620996723,1.81698817499151,-0.475620820510993,-0.721807021370322,-0.206354663321101,0.501430664149471,0.878403284215319,0.42449747638093,1.90930800031376,-0.714113702593468,1.18613603528948,0.724536908678238,1.316922454496,2.46322695224725,0.109071406529914,-0.444847545403576,-1.26803265452696,-1.64500527459281,0.216777869405871,-0.567940645833241,-0.914139990791673,2.85558620986681
"AT1G02640",-1.25742187160056,-0.066163173731044,0.103304590819431,0.217944549191811,0.0983202448032403,-0.624409927544372,-0.225662246249137,0.965596451620376,0.0983202448032403,1.08522075600895,-0.0960692498281864,-0.200740516168185,-1.55149828655579,-1.22253144948722,-0.564597775350087,-1.1826566813577,-1.22751579550341,-0.320364820556756,0.890831261377519,-1.21256275745484,1.06029902592799,1.03537729584704,0.576817462357522,1.55873362754704,-0.519738661204373,-0.7141281558358,1.32945371080228,-0.94340807258056,-0.898548958434846,1.12509552413847,2.01230911502037,-0.290458744459613,1.34939109486704,1.75810746819465,-0.290458744459613,1.09020510202514,-1.44682702021579,0.0434924386251458,-0.106037941860567,0.517005310163236,-0.425036086896755,0.706410458778473,-1.73093474313865,0.038508092608955,-1.79074689533293,-0.918486342499608,-0.335317858605327,-1.05804803095294,0.531958348211808,-0.320364820556756,0.377443621709905,0.0833672067546693,0.257819317321334,1.20982940641371,0.327600161548,1.59362404966037,0.472146196017523,-1.37704617598913,-0.883595920386274,-1.7060130130577,1.74315443014608,1.24970417454323
"AT1G02660",-1.21777371022768,-0.201786854484821,-0.397267869766991,-0.0423154999125242,-0.122051177198672,-0.0783251606223975,0.065713482217096,-0.296955243503772,0.140304922258977,0.222612718167259,-0.258373464171765,-0.0963299909773343,-0.51815744500728,-1.12260532120873,-0.335537022835779,-0.32267642972511,-1.20748523573914,0.482396699002774,1.46237389403576,-0.46414295394247,-0.098902109599468,0.0760019567056313,0.243189667144329,1.18715720146744,0.181458820213118,-1.06087447427751,0.402661021716626,-0.911691594193753,-1.12260532120873,3.00821718593818,2.15170168476762,-1.1740476936514,1.00968101654021,1.53696533407764,0.824488475746571,1.53182109683337,-0.914263712815887,-0.911691594193753,-0.559311342961421,2.28030761587431,-0.898831001083084,0.976243474452466,-0.0654645675117285,0.724175849483352,-1.13032167707513,-1.48527404692959,-0.104046346843736,-1.38496142066638,1.13571482902476,-0.991427271479902,0.541555427311852,-0.00887795782478461,0.454103394159302,1.07912821933782,-1.22291794747195,0.346074412029682,0.711315256372684,-1.32837481097943,-1.25121125231542,-1.10460049085379,1.01482525378447,0.621291104598
"AT1G02710",-0.68424595328857,0.0343495170282537,0.160182864803997,0.630277258381302,0.094496274455653,1.30613687473655,-0.27271550773268,0.252777215054072,-0.108894734213316,1.4913255752367,0.525811837586345,-0.0107605510422958,1.76356879306598,-0.68424595328857,-0.207028917384336,-0.443658923578972,-0.68424595328857,-0.367684072091731,-0.68424595328857,0.291556045500685,-0.407254307241336,0.340623137086195,2.68080684383382,-0.68424595328857,0.900146262101607,-0.68424595328857,-0.296457648822443,-0.68424595328857,-0.68424595328857,-0.290126411198506,1.01885696755042,-0.68424595328857,-0.228396844365122,-0.68424595328857,-0.68424595328857,-0.264010055999767,-0.68424595328857,-0.421499591895194,-0.68424595328857,-0.225231225553154,-0.68424595328857,3.16831214087695,-0.68424595328857,-0.68424595328857,-0.68424595328857,-0.68424595328857,-0.405671497835352,-0.68424595328857,-0.0392511203500112,-0.235519486692051,-0.358978620358818,-0.00917774163631166,1.17792931285183,-0.170624301046699,-0.68424595328857,2.27481623119888,-0.68424595328857,-0.68424595328857,-0.68424595328857,-0.68424595328857,-0.68424595328857,3.75711723990307
"AT1G02850",0.532368135948317,0.554337534529784,1.3436381090203,-0.403528243622167,0.505871709780366,0.821165866391962,-1.04396949923947,0.499613759881403,-0.99497108300929,0.987068112649583,0.978546648957378,-0.449863702448533,1.28784915141039,-1.57456376194944,-0.961950411201994,-1.03225248666269,-1.30613765564497,0.0246753069111491,0.564323624794087,-1.47044212746031,-0.660237337349851,-1.09070440167641,-0.598323577711172,0.711318873484628,-0.486479366750978,0.644079199038321,0.888272392968078,-1.05768372986911,0.333178922143018,0.606398351774351,0.819834387690054,-0.130308813990835,-0.0533493450206057,-0.194486087422756,-0.228172498581005,0.308546566157738,-1.25687294367441,1.71924825082828,1.26548030921835,-0.312987691892485,-0.685801728426467,-1.51012019277714,-1.80970290070623,0.39562527326246,-1.6367438173285,-1.26858995625119,0.408540616670959,1.09371955667234,0.551408281385588,-1.56950414288219,1.87503125895141,-0.268782598989171,-0.845046581174553,1.28332212382391,2.06836196646832,0.429844275901472,0.175798139577602,0.998518829485984,-0.636537016455905,-1.21107007632881,1.1588288651956,0.914369375525457
"AT1G02860",-1.0089925414313,-0.692245515766792,-0.533872002934537,-1.33199115312866,-1.38617156541338,-0.786019306259574,-1.09443088388028,-0.575549243153552,-0.510949520814079,-1.55704825031134,-1.45910673579666,0.20589901095297,-1.42993266764335,-0.402588696244641,-0.606807173317812,-1.54662894025659,-0.348408283959923,-0.0650030504706243,-0.258802217489042,-0.469272280595064,-0.783935444248624,-0.506781796792177,0.276750319325295,1.67293786666228,0.333014593620964,-1.54662894025659,-1.42576494362145,-1.1444435721431,-0.31089876776281,1.34577153094302,-0.187950909116717,-0.0358289823173141,1.25408160246118,2.27100626380514,1.25408160246118,1.03944381533326,0.603916655044558,0.891489612555758,0.222569907040576,1.38119718512918,0.887321888533857,0.649761619285474,0.335098455631915,1.4353775974139,1.0040181611471,-0.746425928051511,-0.696413239788693,0.485136520420367,1.60417042030091,0.768541753909665,1.44579690746865,0.270498733292443,0.270498733292443,1.76671165715506,-1.22363032855923,0.46429790031086,-0.523452692879783,1.19573346615456,-0.929805785015175,-0.175447737051012,0.741451547767306,0.224653769051526
"AT1G02880",-0.897376096083423,0.78191316163174,-0.396426555107147,0.558480799992764,0.0273856229223399,0.235745166514242,0.571780345328417,0.547841163724241,0.46449734628748,0.679949980725064,0.971653341753728,0.74290116198049,0.46449734628748,-1.52777454499339,-0.210232920408,0.0539847135936464,-1.26178363828032,0.409525892233446,0.134668621963277,0.437011619260463,0.0672842589292999,0.405979346810605,0.690589616993587,1.11794834044591,1.53200751856259,-0.80605255144527,0.844864342887165,-0.88318991439206,-1.38413945536834,0.957467160062364,0.439671528327594,-1.5632399992218,0.739354616557649,1.50186188246844,-0.0329056492659552,0.847524251954296,-0.866343823633565,-1.20237900244774,-1.20681218422629,0.811172161370177,-1.39034590985831,0.233085257447112,-1.43822427306666,0.123142349339044,-1.02239182223856,-1.51890818143629,0.565573890838445,-1.51802154508058,1.42295124681023,-1.25912372921319,1.12149488586876,0.654237526409468,0.359874256313674,1.37950606538043,-1.57121972642319,0.0371386228351523,1.01598515953924,-1.49319572712069,-1.30079563793157,-1.36552009189842,2.30604105709761,-0.140188648306892
"AT1G03090",-1.39109589701554,-1.08763345500517,-0.371388599442876,-1.13387243456478,-1.003729611301,-0.627693406670599,-1.09406404156644,-1.04966237245292,-0.502756296337372,-0.973720207348408,-0.889510145236552,-0.509799319714,-1.19970939221586,-0.748343459296313,-0.707003974259583,-1.01444725556978,-0.184901589166074,-0.123964126037858,0.759475980117434,-0.335254827336698,-0.9902560013631,0.0756902757691611,0.0769151493998792,1.08559858429608,-0.681894064829866,-1.14795848131803,-0.642391890239214,-0.813874198539721,-0.487139157545719,2.50338981185206,0.742021530879704,0.0916136329684938,0.73834690998755,1.11132093054115,1.41110875165936,1.38477396859893,1.78714495628976,0.806021178084715,1.02313002912946,1.99047397898893,1.46837159389543,0.893905861088725,2.17481746041198,0.443458583392214,1.1642967150697,-0.879711156190809,-0.799481933378786,0.157450590619582,0.747533462217935,1.27974105476487,0.0193460887561371,-0.0682323758401934,0.522769150981199,1.52226603364701,-0.592172071379779,-0.481627226207488,-0.649128695208162,-0.627999625078278,-1.13662840023389,-0.910639215366436,-0.614526015140381,0.491228654990212
