"","TNZ_1_C","WS_2_C","WT_10_C","WT_11_C","WT_12_C","WT_13_C","WT_14_C","WT_15_C","WT_16_C","WT_17_C","WT_18_C","WT_19_C","WT_1_C","WT_21_C","WT_22_C","WT_23_C","WT_24_C","WT_25_C","WT_26_C","WT_27_C","WT_28_C","WT_29_C","WT_2_C","WT_30_C","WT_34_C","WT_35_C","WT_36_C","WT_38_C","WT_39_C","WT_40_C","WT_41_C","WT_42_C","WT_44_C","WT_45_C","WT_46_C","WT_47_C","WT_48_C","WT_49_C","WT_50_C","WT_51_C","WT_52_C","WT_55_C","WT_56_C","WT_57_C","WT_58_C","WT_59_C","WT_5_C","WT_61_C","WT_62_C","WT_63_C","WT_64_C","WT_65_C","WT_66_C","WT_68_C","WT_69_C","WT_71_C","WT_73_C","WT_74_C","WT_76_C","WT_77_C","WT_78_C","WT_9_C"
"AT1G01750",0.297926255686133,-1.01977064793378,-0.270182588988321,0.457706868250823,0.00795403288354703,1.1086649194403,0.574090277402881,-0.0650321728558792,-0.317524992711192,-0.287935990384398,0.130255242500964,-0.627223217064974,-0.149853979526024,0.284118054600296,-0.804757231025741,1.38877414146729,-0.844209234128134,-0.753469626992631,0.155899044517519,-1.33933187306316,-1.57998909198776,-1.99226252440776,1.36904813991609,-1.40640027833723,-0.741634026061913,-1.11051025506928,-1.0020172465377,0.378802862046038,1.02581571292528,1.51502055139495,-1.68650950036422,-1.44979748174986,-0.2780729896088,0.132227842656084,-0.427990601397891,-0.735716225596554,1.3098701352625,1.42822614456968,-0.830401033042297,-0.514785008223156,1.76554077109514,-0.934948841263637,0.10066624017417,0.572117677247762,2.34943041701055,-1.57801649183264,-0.708099823424879,0.7969940949314,0.181542846534075,1.88981458086768,0.26241945289398,0.976500709047286,0.74176129058805,1.46570554751695,0.810802296017237,-0.0788403739417167,0.388665862821636,0.445871267320105,-1.38667427678603,0.364994660960201,-0.461524804034926,0.706254487795897
"AT1G01940",3.53600983441859,2.79831400529124,-0.965030311123276,-0.441887105566382,-0.828994817880733,-0.0648222820149032,-1.05724228976419,-0.551445892070443,-1.31287945827367,-1.02163568415037,-1.37313679085091,0.115949715716798,-1.18323489424387,-0.16616415953116,-0.791562232491845,-0.241942320196469,-1.0006369167371,0.356979046025734,-0.286678824685628,0.459233913429525,-0.795214192041981,-0.450104014554186,0.691133344863122,-0.378890803326546,0.144252402230348,-0.200857775257447,-0.0118688685379402,-0.339632238162591,-1.03076558302571,0.909337927983711,0.00365195955013531,0.628137042623286,1.31470543804874,0.660091688686971,2.35825287949993,0.378890803326546,-0.337806258387524,0.485710620168006,0.00730391910027062,-1.54660486948234,-1.03715651223845,0.552358881957977,0.414497408940366,0.288504804460695,1.58221147509616,-0.902946998770974,-0.419062358378036,-0.454668963991856,1.45895784027909,0.140600442680212,0.719436031376671,-0.765998515640897,-0.600747345997271,0.314068521311643,0.0894730089783167,-0.76417253586583,-1.10471776391595,1.22797139873302,0.271157996597552,-0.388020702201885,1.37404978073844,-0.464711852754728
"AT1G01970",-1.30821729320652,-0.107503052493103,-0.142728087616074,0.880329454216277,0.293756043255513,0.0119557622717514,0.857356605223035,0.685825999406833,0.814473953768984,0.590871556901435,0.370332206566318,0.998256745714916,1.02735568777302,-1.36028908425787,0.113036297842014,-0.485789299248478,-1.88560156456999,0.321323462047403,0.247810345269031,-0.0140801332539219,-0.306601077101196,-0.271376041978225,0.132946100302824,0.681231429608185,0.878797930950061,-1.37560431692003,-0.305069553834979,-1.44452286389975,-0.97128217463898,1.45924524884596,2.03969256674186,-0.90848972072412,0.814473953768984,1.29230921282841,0.85582508195682,1.62158671506487,-1.72938619141595,-1.1734432457795,-1.64821545830649,0.832852232963578,-1.89785375069972,0.391773532293343,-0.479663206183614,0.698078185536562,-1.42614458470516,-1.34344232832949,1.75023466942702,-0.723175405511973,1.34131795734732,0.350422404105508,0.451502939675771,0.152855902763632,0.21258531014606,0.0640275533230991,-1.1918215249741,0.714924941464939,1.50212790030001,-1.18875847844166,-0.882453825198446,-0.643536195668736,0.217179879944708,-0.45362731065794
"AT1G02205",2.06523232223253,0.643390993839317,-0.266311370637508,0.095360889594553,-0.578288205799515,-0.293919940120872,0.492924290154987,-1.00207974736914,-0.575527348851179,-1.07386202802589,-0.191768233032427,0.775912127359462,-0.00955167444222805,-1.01312317516249,-0.340854508242589,-0.00817124596805991,-0.545157922419479,0.370066155954019,0.767629556514453,0.67928213416769,2.00863475479164,-0.169681377445736,0.0608501777403487,0.270675305813911,1.14034524453986,-0.614179346127888,3.2855310933972,1.7850053419764,-0.489940783452752,2.46831743668964,2.21155774049436,-1.25607858661609,-0.492701640401088,-0.0385406723997598,-0.724613624061341,-0.223518087938295,1.01886753881306,-0.162779235074895,-0.37812607704513,0.711031989073558,-0.844710901313972,-0.440245358382698,-0.576907777325347,-0.183485662187418,-1.12355745309594,-1.10975316835426,-0.768787335234723,-1.22018744628772,0.124349887552084,-0.991036319575799,-0.822624045727282,0.0705131770595259,-0.412636788899334,0.190610454312157,-1.18981801985602,-0.782591619976405,0.371446584428187,-0.597614204437869,-1.11941616767344,-0.873699899271504,1.50339793324609,0.394913868489046
"AT1G02340",-1.10571167106758,-0.117476260267521,-0.766734370448324,0.386505863933599,-0.0439415019321263,0.0385609098588046,1.22229116598955,-0.00807088810998234,0.363189964949206,-0.822333821872647,0.57123952511764,0.307590513524883,-0.196391610676237,-0.61607779239532,-0.140792159251914,0.555097748897675,-0.978370991998972,-0.565858933044319,0.669883713128535,2.20514598471629,1.14696287696305,0.521020665766638,0.101334484047556,0.388299394624706,-0.580207178573176,0.544336564751032,0.766734370448323,-0.521020665766639,-1.17745289871187,3.10191133026988,3.84622656707937,0.759560247683895,-1.53615903693331,-0.454660030195673,-0.816953229799325,-0.727276695243966,-0.504878889546674,-0.678851366584071,-0.477975929180066,0.598142485484248,-0.375744679786956,0.608903669630891,-1.11647285521423,0.619664853777534,-0.55868481027989,0.442105315357922,-0.29682932937824,-1.86078809202371,-0.425963539137958,0.497704766782245,0.707547857641787,0.359602903566991,0.377538210478063,-0.16948865030963,-0.938913316794614,0.099540953356449,0.809779107034896,-1.24381353428284,-1.50746254587559,-0.130030975105272,0.0547026860787692,-1.2097364511518
"AT1G02610",-2.19832707915909,-0.362805601905029,0.456612188464238,0.862156724276393,0.868563431003283,0.263129645312151,1.52076617580071,0.628311928744897,0.851265322840679,0.897393611274289,1.61750744737676,0.427141337520543,1.19594614474738,-1.2225856446537,1.24079309183561,0.472628955281464,-1.15018985863984,-0.0674564217953868,0.874329467057484,1.95129686784774,0.00878338825460739,0.594356383092379,1.25552851730746,0.93006781558143,0.458534200482305,-0.695313681030634,0.431626032229366,-1.4448983680768,-1.60186268288561,-0.721581178610884,-0.0194061213437097,-1.47693190171125,-0.373697003340742,-0.257094940911339,-0.592165702727701,-0.270549025037809,-1.60442536557636,-0.563976193129384,-0.813837755478104,1.03641914724781,-1.06882468320834,-0.438404741282334,-1.11815632500539,0.864719406967149,-1.23091436339866,-1.23027369272597,1.10368956788016,-0.631887284434421,-0.126398123682777,-1.10278022886086,0.30349189769156,1.29525009901418,0.750680027228502,1.1011268851894,-1.10918693558775,0.682768935923465,1.41313350278896,-0.694673010357945,-1.28665271192261,-0.818963120859617,-0.768990808389873,0.705192409467581
"AT1G02620",-2.00364601151883,-0.858118886080811,0.763159003512702,1.08756980190911,1.0867936995206,0.265677372478981,1.58582753533134,-0.406427295969071,0.764711208289718,1.57884261383476,1.52839595858173,0.907514047775217,0.645967542847972,-0.782060852007013,1.46863607466661,0.535761003679816,-0.748688449301163,0.381316628366695,1.63472198580735,-0.0416591733702435,0.194275952736232,0.000250355609196224,0.874141645069367,0.91449896927179,0.527999979794734,-0.650123445960629,-0.222491029892641,-1.44640449656998,-1.44950890612402,-0.798359002165684,-0.947370660759248,-1.66138485818674,0.808949044434683,0.202813079009822,-0.951251172701789,-1.09715842174132,-1.43631516551938,-0.948922865536264,-0.563199978447717,1.40654788358595,-0.462306667941658,1.04255586337563,-0.506544504086622,1.11938999983794,-1.46968756822523,-1.09250180741027,1.47639709855169,-0.441351903451938,-0.192999139129332,-0.791374080669111,-0.0727032689105695,0.934677631373002,1.87608982863338,-0.00595846349886908,-1.08629298830221,-0.0727032689105695,0.833784320866943,-0.937281329708642,-0.749464551689671,-0.746360142135639,-1.00247393034333,0.195828157513249
"AT1G02640",-1.65448474595073,-1.25766815371117,2.79846475473335,2.42729371015069,0.919721569932715,0.933785257357467,1.42435976576204,0.0361910893659719,0.478507846803255,1.42601431722377,0.735790599103122,0.401019686678644,1.36838077463998,-0.245909934859927,0.496156395728434,0.014130403209499,-0.803493777464782,-0.00324238713872374,1.3926475294121,0.0499790182137676,-0.641623492791661,0.772190731261302,1.0424341366781,1.43649314314809,-1.08835238746024,-0.813972603389106,0.437695577413781,-1.29241373440761,-0.977221680947006,-0.829139325121681,-0.613496117942158,-1.6390422656412,-0.8953213835911,-0.897803210783704,-0.80763015611912,-0.786120987116559,-1.99725265710693,-0.692638829528505,-0.453831901884684,0.512977668922744,-0.804596811772605,-1.36604127445484,-0.538765543587106,-0.262455449477281,-0.97970350813961,-0.744481441996216,0.861260751618062,0.132430832723585,-0.480856242426364,0.145667244417469,-0.0517758966829641,-0.030818244834315,0.825963653767705,0.140703590032263,-0.0821093401481147,0.311122390591017,1.75775188530173,0.306710253359722,-0.249219037783398,0.448725920492017,-0.873260697434627,0.820172723651631
"AT1G02660",-1.37681970717297,-0.292120624242723,0.344717576712783,0.769532444177674,0.894749123014522,0.362770288078831,1.73900145455867,-0.269074609732874,1.13365947343329,0.783744153125414,1.20740671986481,1.62185088080027,1.60302996895056,-0.922429121087105,0.724592715883467,1.10907705795612,-0.960839145270187,0.125396338627382,2.63165041657351,0.400412111778252,0.349326779614752,1.17437409906736,1.28038576581267,1.3018953793552,0.622037951314637,-0.968137049864973,1.07412393594952,-1.19206749085234,-1.19744489423797,-0.172665449033337,-0.347431059066362,-1.28386744864991,-0.414264501144925,-0.59863261722372,-0.590566512145273,-0.294425225693708,-1.38526991249325,-1.15673026860391,-1.20359049810727,0.617044648170836,-1.06992361395014,-0.811808251439827,-1.26120553438189,0.242546912385783,-1.17977628311376,-1.14443906086532,0.637786061229701,-1.02383158493044,0.0478080897775558,-1.17209427827714,0.350094980098414,0.312453156398993,1.39907274053839,0.426915028464579,-1.17132607779348,0.335115070667012,0.2502289172224,-1.16057127102222,-1.17363067924446,-1.00769937477355,0.404637214438391,0.52524469037327
"AT1G02710",-1.04000148333653,1.05640216898021,0.196133833826256,0.437667290904123,-0.257575422563108,-0.274033503432134,-0.475088977832126,0.0102020013059089,0.422543649024478,1.01725862529171,1.63110056040673,-0.0333896723471868,0.106281608541304,-1.04000148333653,0.853567442594373,0.204140467762539,-1.04000148333653,1.26057133435542,-0.609422502763094,-1.04000148333653,1.29393230908993,0.377617536382001,-0.226438512810896,0.922958270042158,-0.0676402730746192,-1.04000148333653,0.660963415127124,-1.04000148333653,-1.04000148333653,2.64038124937484,1.68314368099257,-0.890989129522376,0.699217332822697,0.273976108206784,0.31756778185988,0.879811409385522,-0.794464709290521,-0.765551864520611,-1.04000148333653,-0.425269922228588,-1.04000148333653,0.92963046498906,-1.04000148333653,0.452790932783769,-1.04000148333653,-1.04000148333653,0.381176040353683,-0.923015665267507,1.08531501375012,-1.04000148333653,0.278869051167846,0.0159845702598909,-0.854959276809103,-0.0498477532162127,-1.04000148333653,-0.668582631292296,-0.0498477532162127,-1.04000148333653,-1.04000148333653,-0.87542067464627,3.39923222133587,1.39312560730055
"AT1G02850",-0.454793144731657,-0.648152781564543,1.55226968191893,0.380377634939672,0.564213841990111,1.64903453095843,-0.438637326350721,0.886139780886024,-0.801037841822031,-0.0330412543661721,-0.113990407516967,-1.08606049031096,1.09123364370085,-0.886068464879588,-0.215516971447691,-0.656825905116413,-1.82837782960344,0.0846411279454872,1.68015573899749,-0.420950956754749,-1.20697403629881,-0.514824764610292,0.190759345521319,1.3393530017828,-0.851375970672105,0.487006036253849,-0.302928451950859,-0.294765512137334,0.0161064457610959,0.679175244363929,-0.107017896426247,0.213547552500744,-0.887769077340739,-0.182014905963013,0.239056739418012,0.611150745917883,-1.57974828778314,1.90395633888499,1.78865481401894,-0.0775973008483322,-0.546456156387704,-1.74878916642157,-1.49556797095616,0.313713626462547,-1.13690880289938,-1.8909603681738,1.07507782531992,0.603838112334933,0.631217972959466,-0.887088832356279,0.887330209608829,-0.610909368665332,-0.486424536509069,0.0744374531785804,1.72165068304958,0.166610648572972,0.0623631047044071,1.03035171759164,-1.2350341419078,-1.45526345562688,1.48475536721123,1.67369341164512
"AT1G02860",-1.88342565979857,-0.526626404024876,-0.0710677822045891,-0.540206742344722,-1.45996601946156,0.49683727480715,0.182020341028903,-0.638972839216328,0.254860337471713,0.193131526926959,-0.00686981923804512,-0.0414379531431076,-0.81181350874164,0.347453553288845,0.879555900184626,0.0881925490008768,-0.466132169691017,-0.14884608349098,1.82524127773026,-0.162426421810826,-1.54638635422422,0.185724069661588,-0.237735570675426,0.516590494181471,-1.09206230861482,-0.989592483110533,-1.5007070344211,-1.78095583429428,-0.927863672565779,1.32276875989596,-0.572305723827994,0.233872541886497,0.227699660832022,-0.721689445346299,0.690665739917679,1.88326635964233,-1.60194228371449,0.0351057719323882,-0.253785061417062,0.491898969963569,-0.498231151174289,-1.41428669965844,0.796839294054656,-0.152549812123665,0.249922032628133,-0.448848102738485,0.393132873091963,0.831407427959717,0.844987766279564,2.79314902707201,0.772147769836754,-0.22415523235558,2.17833007404626,1.05856945076441,-0.504404032228765,-0.396995901880892,-0.951320620572785,1.32770706473954,0.557331509141009,2.11042838244703,-1.03650637912455,-0.15872269317814
"AT1G02880",-0.694005781048377,-0.00328300524575035,0.0734639698434303,0.984417195901967,0.627376920487083,0.302036482609034,-0.226850280505538,1.20798447116175,0.775865633159628,0.395467582717602,0.413820120238927,0.323725845134237,0.280347120083831,-1.36470760682774,-0.372002168174206,0.211942207504343,-1.93697309499272,0.889317683291461,0.253652520052811,-0.155108542922173,0.105163807380266,-0.228518693007476,0.679097708047183,0.285352357589647,0.869296733268196,-0.695674193550316,1.97378580955162,-1.4364493444111,-1.19452953162999,1.0244590959485,1.27138414623543,-1.28796063173856,0.0517746073182272,0.744165795622793,0.312046957620666,2.29578942242579,-0.852504968732555,-1.21621889415519,-0.824141956199597,0.752507858132486,-1.19452953162999,0.41048329523505,-1.34468665680447,0.835928483229422,-0.787436881156945,-1.26460285671142,-0.203492505478396,-1.4447914069208,1.3865046088692,-1.52988044451967,0.784207695669322,0.195258082484956,1.31643128378777,0.342078382655563,-0.6389481684844,0.338741557651685,0.220284270014037,-1.35636554431805,-1.68337439469803,-1.60996424461273,1.73019758426857,0.882644033283706
"AT1G03090",-2.6174448420001,-1.03986026386553,0.754879469937881,1.37217716769581,0.937038546800587,0.746458322769541,1.05659122627243,-0.325995476857536,1.71772030478361,0.467041898692151,1.77383827730706,-0.0236624883548262,0.998057350872823,-0.499595354958977,0.665283986130457,0.477188690772037,-0.84141109903784,0.0584782094347225,1.84031011929978,0.287574827891456,-0.922930564659232,1.34974378384572,1.09075899552103,0.765095287814229,-0.86322325071977,-0.867640901693325,-0.19657210849165,-1.42405784697194,-1.20945664577219,-0.541839142393602,-0.851833994303572,-1.24044922838354,-0.0648708888425244,-0.63771597367905,-0.49586796195004,-1.33363405360698,-2.25899388097394,-0.980221975722531,-0.880203596649374,1.01179348436872,-0.238815895926275,-1.12710887059325,-0.925691596517704,0.806993946266545,0.265624624616602,-0.911196179260725,0.686751008830079,-0.26421738902422,-0.418697121505741,0.333131853556248,0.00236023691127446,1.1011128649903,1.3320731799515,1.66809075712757,-0.0038520847702879,0.816795609364121,0.352459076565554,0.2173755928898,-0.651245029785565,0.577759276216888,-1.10778164758395,0.235529377359255
